words,sentiment_coeff
bbq,1.0247660666822649
ambiance,0.9481524599175487
simple,0.982972035402592
paid,-0.898626398765887
hit,0.9643899917222392
rest,0.9375220902910563
grits,1.0475225986259182
customer,-0.9341549955309604
bland,1.0642239206655077
weekend,-0.9200226096541005
glad,0.9283211851970963
type,0.9807995562629553
thanks,-0.971819212535147
weren_t,0.904487265511826
meals,0.9783495506555349
under,0.9380995025751281
neighborhood,-0.9496540413567168
appetizer,1.0414847657980508
crispy,1.1249771863123759
bill,0.8992344499195448
pasta,1.066917164072114
hope,-0.9259876612131002
packed,0.9096210981103665
chef,0.9670835388993352
reason,-0.899328379683274
due,-0.9290961380031164
remember,0.9554656362690687
tour,-0.9685710713036119
evening,-0.9105987643714529
stayed,-0.9526774617557485
unfortunately,0.920242969317786
seriously,0.9779807109660653
change,-0.9092276053573826
my_boyfriend,0.9781191807356389
gone,-0.9077516758251964
eggs,1.0259741914415828
wow,1.0223791719698494
charge,0.9026502794862519
crowded,-0.8776134915300096
interesting,1.0141404588350813
7,0.9335705103065317
dog,-0.9450559621150175
option,0.9621831543379864
prepared,0.9685089792421904
tip,0.897769031750771
star,0.9414997381386181
choices,0.9968455792893736
reservation,-0.9001481109846172
salsa,0.9989816183590468
outstanding,1.0327247812695506
literally,0.9426883894106717
glass,0.9444669623861031
taking,-0.919010602291637
incredible,1.0458521719616742
delivery,0.9019640412940608
thai,0.9971587353309334
between,0.9468795071904269
loud,-0.9020040401366912
appetizers,0.9978842682686482
near,-0.948342211385851
four,0.9399007279675237
company,-1.0054643528141116
world,1.0176448218285918
giving,-0.8970634008233295
please,0.9180727066294898
opened,-0.9145111600811519
short,-0.9219612773578136
honestly,0.948990563588398
entree,1.0528783768127037
recently,-0.9469357921672453
ingredients,1.0519600248085754
orders,0.9047367451130983
cost,0.9347226655501332
30,-0.9034208500210288
kept,-0.9253961002360199
sides,1.025664452777375
entrees,1.020599950811297
pancakes,0.9976815067043395
excited,0.9286864114947841
behind,-0.9324578575763101
amount,0.9608890712718371
nola,0.9382353554919604
cute,0.946651395066416
cup,1.003811060956574
sunday,0.8930998603834777
50,0.9424902069872134
lovely,0.9765186477706149
bite,1.0431396411269374
cream,1.0968827572405597
girl,-0.9088501705076628
buffet,0.9392117612427523
list,0.9257076352589649
moved,-0.9521317808821235
visiting,-0.9355503902469811
truly,0.9598132646508013
tender,1.0943087218747942
man,-0.9466720401514666
totally,0.9389370619104842
added,1.042333623234291
including,0.9921692251710382
worked,-0.9506943619491895
read,-0.9379346037575224
hour,-0.9077677482402181
knowledgeable,-0.9423206490013624
miss,0.9536622768919916
authentic,1.022115862479395
completely,0.9218316365106126
visited,-0.9377206908357042
ones,0.9753628898171113
grab,0.9113631821893823
pieces,1.044406232275135
stars,0.9144457654464059
watch,-0.9351770804226471
solid,0.9964526497714279
chocolate,1.0531495072705315
mean,0.9570474226842736
recommended,0.9648433792847121
white,1.0712032524539055
aren_t,0.9200459980375073
15,0.905740080545682
salads,1.0268469803433258
less_than,0.902568273212839
building,-0.9979791429968465
understand,-0.8995422372236203
view,-0.9449409136213829
oysters,1.0084889141659041
immediately,-0.9201817241703377
noticed,-0.8951157736787262
spend,-0.9269288214081828
guys,-0.9436346404012306
filled,0.9955235201892167
red,1.067039661902795
looks,-0.926697160952524
within,-0.9292811091417417
checked,-0.919840658152306
coming_back,0.9180945418439722
bought,-0.955627014941015
chinese,0.9656300026810947
crab,1.0626150249118729
piece,1.0254079870224821
toppings,1.0434599589622728
pick,0.9260922465774846
certainly,0.9452527125379981
donuts,0.9641878704413225
hungry,0.9342588856182918
park,-0.9904139789245155
number,-0.9164571108585192
hear,-0.9327213083554382
simply,0.964174592947888
sign,-0.9359409064019938
perfectly,1.0533262421909506
seat,-0.8914498079238874
owners,-0.9475484586148921
daughter,0.9530374896692199
downtown,-0.9470729851630958
establishment,-0.9253551216721425
hand,0.9493550880390761
last_night,0.9207580173457167
head,-0.9581741011257988
cafe,-0.9488210184735061
spent,-0.9350805771286891
filling,1.068758040270077
sausage,1.0911038569133094
bathroom,-0.9544779600067397
empty,0.8738947479053113
closed,-0.9370528048141794
taco,1.0227286060658562
set,-0.9466801782674478
vibe,-0.9307211871310239
tastes,1.0767211394756215
st_louis,0.9494872638145541
salon,-0.9849527393595501
sorry,-0.9016486885473236
cocktails,0.9850898569590527
mom,0.9666812508079525
anyway,0.9081119864112915
located,-0.9883024586958881
game,-0.9323313291749539
disappointing,0.9778296454178388
mention,0.9409649077958041
beyond,0.9306436183026344
eaten,0.9943543846218984
walking,-0.9696983653891346
move,-0.9574307248751894
son,0.9511084670738529
vegetarian,1.0197090130843036
egg,1.0735810597895603
finish,0.9667701512924877
tasting,1.0216191392478755
share,0.9931566882419706
dining,0.9126099433838304
reno,-0.9472752947745162
patio,-0.9147074543809467
crowd,-0.917839718585147
wedding,-0.9776878938535483
salmon,1.0894506229127854
dirty,-0.910470507443084
pho,0.9730636960506044
potatoes,1.0841444328636218
together,0.9482155956932771
wall,-0.9551956881756073
taken,-0.9130390678562835
date,0.9293788569386189
basically,0.9801089646789936
12,0.9458436311735773
accommodating,-0.8986260205790347
homemade,1.117389121961245
standard,1.0025401589086778
hostess,-0.8779353391091504
month,-0.9480138053050822
floor,-0.9666181335705355
saturday,-0.9069594382405837
takes,-0.9103815419861657
soft,1.0799967752027586
surprised,0.9215868437553988
noodles,1.0473008621092772
mine,0.9883290991432823
tucson,-0.9573407868306081
unless,-0.8970029551472064
poor,-0.9086920701305893
crazy,0.94913588876133
treat,0.9412542114837501
mediocre,0.9557299394708999
tonight,0.9288246733206275
fabulous,1.0306793754409709
specials,0.9654471375615612
bottle,0.9439898962294799
feeling,-0.9195001519109134
goes,-0.9223779975749354
case,-0.9134326846742006
cook,0.9530535550250742
ribs,1.0030986856722688
lady,-0.9122046239144836
turned,-0.9353512563647239
shared,1.0597205873703552
overpriced,0.9548566624184962
tiny,0.9827176095380742
online,-0.9274840699107763
portion,1.0508225724084594
birthday,0.9166162578131549
pick_up,-0.8964810139639463
except,0.9509697959627053
front_desk,-0.9735636325811988
based_on,0.9150157553722971
corner,-0.9564843714863883
fix,-0.9249974672031639
plates,0.9701694294579404
mix,1.0533589849789133
pool,-0.9699559662261499
plan,-0.9178685453711143
beans,1.0619900207025543
office,-0.9748331106568162
rather,0.9372914474689995
management,-0.9422887167562416
10_minutes,0.8687670809690181
finished,0.9517341144540594
value,0.9527403669164879
seen,-0.9525081811784808
welcoming,-0.9295373066109969
incredibly,0.9561019633792388
pleased,0.9464861066953116
crust,1.0368342392335315
issue,-0.9128484083481455
chose,0.9894654408071821
die,1.0994751688111273
garlic,1.108428534789068
event,-0.9678870006833538
casual,0.938624537964682
addition,0.9940875808533345
ice,0.9794050251156741
serving,0.966087730968785
super_friendly,0.9087379923715461
awful,0.9279808836388789
vegan,1.0123835779286268
changed,-0.9195241540422144
chance,-0.9075564788639914
talk,-0.9322836582180618
philadelphia,-0.9765315794504733
quiet,-0.9221929875025592
fried_chicken,1.0413186784662676
saying,-0.908920398759132
cozy,0.9404596535467763
9,0.9363200398403204
item,0.9772855783021108
delivered,0.9260543885698233
easily,0.9372078446330946
split,1.0267090980434934
felt_like,0.9231853237851833
charged,0.9115977244541602
mostly,0.9730021155684792
play,-0.9683532494979763
whatever,0.9456619552951586
says,0.9197962551214791
bed,0.9613497576648538
desserts,1.0225594428207077
paying,-0.8909713349970481
butter,1.0840980799783888
by_far,0.986307193064784
forget,0.9531810949621484
healthy,1.0062022651848002
limited,0.9261887964514375
mac,1.027341167066564
included,1.008387210199284
veggies,1.1001765546206306
true,0.9604841792290852
attention,-0.9076576605569721
ago,-0.9185315065110031
opinion,0.9634576235558525
sauces,1.068992316392332
guests,-0.922400494556436
middle,0.9399057701654712
book,-0.958847863105393
window,-0.9182359373790091
sweet_potato,1.065089680956915
bartenders,-0.9129690889011755
lived,0.9389231679128008
few_times,0.8927008568669706
burrito,0.9970655981526643
grilled,1.129594917970367
obviously,0.908474636245363
expecting,0.96654937314005
stand,0.9135449356409336
questions,-0.9267285041943034
otherwise,0.9229681322477226
choose,0.9491796061527826
yum,1.1224404132823222
issues,-0.94252786577248
fair,0.9238304225128602
salty,1.0885292523085224
avoid,-0.910558365824829
nails,-0.9534348969446979
creamy,1.1527556281454125
indian,0.9628625057891032
level,0.942169938201111
normally,0.9596663706524663
clearly,-0.9036673693842706
tampa,-0.9574107705685186
staying,-0.9346559525337338
apparently,-0.9163901045718661
sent,0.9261707419417331
greasy,1.0563404860364716
seats,-0.9184638484593478
polite,-0.8949314091793045
french_toast,1.0280467992335454
forgot,0.9265076352599771
slightly,1.0100389288155835
market,-0.9632863593309021
friday,-0.9028608475508966
class,-0.9751845682187642
cocktail,0.9869271354103346
asking,-0.8841319520633781
using,-0.9599038551288188
20_minutes,0.8635533088386753
massage,-0.9656955047481037
despite,0.8970720310984204
box,0.9598277387361073
efficient,-0.9029909304569452
15_minutes,-0.8660872295891829
considering,0.9068165724441224
yourself,0.919732947303999
met,-0.9602311325084185
note,0.9208616863732215
perhaps,0.9475664072778838
stuffed,1.0902026557804874
conversation,-0.9208282277637037
beat,0.9487906685241427
rich,1.1073325641579481
traditional,1.0711246252215643
affordable,0.9421445569946827
fairly,0.9254950565688754
lol,0.949385793164751
face,-0.9415630908493559
hands_down,1.0070709502329793
top_notch,0.9703730504194082
none,0.9455840420535195
santa_barbara,-0.9624934248237476
supposed,0.9497727343823326
gave_us,0.9083513618769302
chain,0.9456745355369683
prefer,1.0052966861089438
leaving,-0.913188213769395
craving,0.993331211041058
else,0.9266009192884176
weird,0.9731681027758408
environment,-0.9162218901813675
pricey,0.9530415245397988
strong,1.02396532178721
perfection,1.0747520034658673
summer,0.9540083709022659
appointment,-0.9616511665342714
pie,1.0159498033035081
right_away,-0.8791496184188339
sad,0.945585485915436
products,-0.9696538492211779
dressing,1.0377335647175197
25,0.9293484796664604
explained,-0.9174380179415159
thick,1.0945521479174745
lack,0.9225685445154563
usual,0.9737817960539038
tap,0.9484149561096684
gem,-0.9497317237623532
several_times,-0.8885923878708897
main,0.9584949319715642
100,-0.9329916029450865
folks,-0.9559356687287981
appreciate,-0.9164814773458505
salt,1.033661870711918
gotten,0.9199237337991986
joint,0.9505287096446132
parking_lot,-0.9542504965662745
future,-0.9388600178330048
truck,-0.9479094784122677
30_minutes,-0.8708189961330075
medium,1.0044677250330314
satisfied,0.9513641025698654
convenient,-0.9458513201576805
possible,-0.9212976667595735
diner,0.9405204089185111
topped,1.1551588599932314
reasonably_priced,0.9794591341942684
typical,0.9684598789158061
mentioned,0.9084794463616959
exactly,0.9415883375787167
difficult,0.9015501471541164
spice,1.0724702638600967
slice,1.0143099177342974
hate,0.9322587444753272
lost,-0.9451056481859358
missing,0.951663092261484
favorites,1.057679406024746
attitude,-0.9193835548343995
throughout,-0.945439325579476
purchase,-0.9548860312691796
hands,-0.9371983195855313
turn,-0.9493905864989587
sell,-0.9422248512267855
word,0.9335556126591761
fancy,0.9745589832086106
re_looking,0.9310897024471942
frozen,1.0253685155819332
4_stars,0.9355450664110136
color,0.9496334954985797
works,-0.9542348337150056
provided,-0.9429820197922805
lamb,1.0848169495213063
brisket,1.016173936758209
phenomenal,1.0280665417643169
anywhere,0.924351602813845
tv,-0.9523113558380992
happened,-0.9309464215146595
original,0.9765710484033355
pass,0.928363143168634
pizzas,0.9660926358944137
heat,0.9954338056994718
total,0.9245812036132437
beach,-0.9453777066707252
classic,1.0618434137308685
avocado,1.1006714617396518
willing,-0.9005177549065768
smile,-0.9097175363080885
employee,-0.9251434708153901
pulled_pork,1.0317622897167742
green,1.0523222689079903
chili,1.0657793427953266
hold,-0.9140895314877902
gravy,1.0453551058059538
beer_selection,0.9554086041539921
honest,-0.9148042557429381
treated,-0.9527211404683962
dark,0.9628053070683373
compared,0.9609373733130738
speak,-0.8996842169099212
idea,0.9320803203616548
alone,0.9273331388828917
bunch,0.9502080980356783
nearby,-0.9369996542681305
relaxing,-0.9426771400068531
low,0.9305161873809074
five,0.9242027458541829
onions,1.0657095196894275
choose_from,0.980214289109848
years_ago,-0.9672676602424032
shopping,-0.9811317803182038
offers,0.9498427880914511
veggie,1.0780549118096803
black,1.0068615847160782
interior,0.9457859926060158
normal,0.9329939792659611
woman,-0.9521409241116396
honey,1.0631784255327952
similar,0.9951302223190178
byob,0.9464653599939901
heavy,1.0620270041306212
gluten_free,0.9851678377031643
covered,1.0259492963987324
combo,1.0787621728244594
live_music,0.9258137588842821
meet,-0.9349621470187187
fruit,1.041853439897276
basic,0.9736564985302932
running,-0.9653963632941202
curry,1.0564650800918085
actual,0.9523592727011918
mixed,1.07598699690991
greeted,-0.9197132549581427
yesterday,0.916118276605495
above,-0.948759484632207
nachos,1.0167324220596152
cannot,0.9278472482453978
dogs,-0.9492456133614228
juicy,1.0993119031895457
suggest,0.9200056846844588
exceptional,0.968173062516337
plain,1.0281340649659645
texture,1.1114764298677893
vegetables,1.0854532791257034
surprise,0.9608363891739626
fit,-0.9313450918852104
means,0.925302740057857
girls,-0.9323346229867808
write,-0.9189213560297103
known,0.9409263542143377
corn,1.094464117639844
talking,-0.9276066569649157
gym,-0.9877735161149683
services,-0.9907779161669501
section,-0.9359155495600704
update,-0.9277920059094917
girlfriend,0.9635825329626746
bakery,0.961631142667686
donut,0.9905156067330684
